drone_type,temperature,wind_speed,rain,humidity,time_of_day,mission,payload,altitude,enemy_contact,temp_humidity,base_life,wind_rain,flight_duration_pct
RQ-4 Global Hawk,51.86,15.63,0,29.02,6,recon,467.717,1313.0,0,1505.13,3600,0.0,87.88
MQ-9 Reaper,22.45,7.21,0,83.34,8,strike,925.486,698.0,0,1871.29,2400,0.0,79.9
MQ-9 Reaper,30.41,6.75,1,24.23,14,surveillance,209.298,648.0,0,736.92,2400,6.75,94.47
RQ-4 Global Hawk,35.13,3.53,0,31.91,9,recon,781.329,610.0,0,1121.03,3600,0.0,86.77
MQ-9 Reaper,-1.0,13.39,1,71.56,21,strike,1162.027,481.0,0,-71.34,2400,13.39,70.39
ScanEagle,62.06,16.68,0,14.92,16,surveillance,1.363,824.0,0,926.2,900,0.0,71.11
RQ-4 Global Hawk,30.19,11.03,1,87.73,18,surveillance,39.624,782.0,0,2648.57,3600,11.03,97.52
Wasp AE,27.3,15.18,0,11.01,21,surveillance,0.063,171.0,0,300.47,60,0.0,1.67
ScanEagle,64.74,19.23,1,57.79,3,surveillance,0.615,1452.0,0,3741.41,900,19.23,55.96
Wasp AE,-6.7,8.76,1,52.82,5,surveillance,0.038,1159.0,0,-354.15,60,8.76,1.67
Wasp AE,38.38,16.06,0,40.49,6,strike,0.037,1037.0,0,1553.85,60,0.0,1.67
MQ-9 Reaper,61.87,13.76,0,24.67,10,strike,184.95,554.0,1,1526.51,2400,0.0,90.96
Wasp AE,7.59,17.9,1,58.04,17,recon,0.009,1202.0,0,440.23,60,17.9,1.67
Wasp AE,43.77,2.39,1,45.74,9,recon,0.04,1376.0,0,2001.99,60,2.39,51.9
MQ-9 Reaper,33.29,3.56,1,42.43,18,strike,759.372,1278.0,0,1412.57,2400,3.56,83.42
MQ-9 Reaper,53.83,0.31,1,55.72,3,surveillance,416.346,1206.0,0,2999.94,2400,0.31,90.32
ScanEagle,-6.16,15.15,0,25.26,13,surveillance,2.593,506.0,0,-155.62,900,0.0,76.02
MQ-9 Reaper,32.53,11.97,0,59.7,14,recon,201.345,330.0,1,1942.07,2400,0.0,92.36
ScanEagle,67.39,1.77,1,62.01,19,strike,0.558,511.0,0,4178.62,900,1.77,96.44
Wasp AE,24.21,8.33,0,88.85,11,strike,0.034,577.0,0,2150.99,60,0.0,22.7
MQ-9 Reaper,-3.86,5.99,1,92.11,4,surveillance,1552.241,419.0,1,-355.86,2400,5.99,65.81
Wasp AE,47.35,17.74,1,67.62,7,surveillance,0.087,1178.0,0,3201.99,60,17.74,1.67
ScanEagle,0.68,7.63,0,56.78,8,strike,1.004,669.0,0,38.57,900,0.0,94.77
Wasp AE,69.65,18.06,1,56.41,16,recon,0.086,499.0,0,3929.06,60,18.06,1.67
ScanEagle,8.98,13.54,1,50.92,12,strike,1.57,695.0,1,457.14,900,13.54,81.32
MQ-9 Reaper,10.72,19.13,0,29.7,7,strike,1170.36,671.0,0,318.21,2400,0.0,63.1
ScanEagle,42.86,19.34,0,61.37,21,surveillance,1.01,1443.0,0,2630.4,900,0.0,56.38
Wasp AE,-0.11,15.38,1,65.36,4,recon,0.013,469.0,0,-7.47,60,15.38,1.67
Wasp AE,8.72,18.01,0,23.01,23,strike,0.002,570.0,1,200.68,60,0.0,1.67
ScanEagle,41.28,2.72,0,80.65,0,recon,0.23,131.0,1,3328.91,900,0.0,97.8
RQ-4 Global Hawk,50.81,18.01,0,46.81,7,recon,595.848,1378.0,1,2378.28,3600,0.0,83.35
Wasp AE,64.79,8.8,0,86.97,4,surveillance,0.054,1007.0,0,5634.38,60,0.0,1.67
RQ-4 Global Hawk,-9.27,3.21,1,41.11,8,surveillance,973.037,451.0,0,-380.95,3600,3.21,83.07
MQ-9 Reaper,29.89,8.96,1,38.53,15,surveillance,50.362,819.0,0,1151.72,2400,8.96,97.16
MQ-9 Reaper,31.57,3.01,0,73.25,4,strike,1350.935,689.0,0,2312.62,2400,0.0,71.36
ScanEagle,-4.06,13.87,1,32.81,15,strike,0.732,229.0,1,-133.25,900,13.87,80.45
MQ-9 Reaper,8.43,12.77,0,36.65,0,strike,104.488,823.0,1,308.99,2400,0.0,93.48
ScanEagle,42.32,4.09,1,37.3,1,recon,2.106,1445.0,0,1578.55,900,4.09,94.66
RQ-4 Global Hawk,37.05,2.32,1,87.64,10,strike,1028.486,571.0,0,3247.55,3600,2.32,82.37
MQ-9 Reaper,-4.96,13.88,0,13.56,6,surveillance,712.786,785.0,1,-67.22,2400,0.0,79.66
MQ-9 Reaper,6.03,9.54,1,65.67,6,surveillance,942.473,1038.0,0,395.68,2400,9.54,77.97
RQ-4 Global Hawk,57.56,9.39,0,92.06,16,strike,1019.336,388.0,0,5298.48,3600,0.0,81.75
RQ-4 Global Hawk,21.44,16.14,1,22.62,5,surveillance,96.728,884.0,1,485.03,3600,16.14,93.31
MQ-9 Reaper,38.28,1.13,1,51.85,0,strike,1562.98,1252.0,0,1985.0,2400,1.13,66.57
ScanEagle,22.75,15.62,0,12.85,23,recon,0.19,1080.0,1,292.45,900,0.0,77.07
Wasp AE,25.48,2.55,0,20.66,0,strike,0.017,150.0,0,526.32,60,0.0,83.07
MQ-9 Reaper,55.96,11.14,0,54.66,1,surveillance,1264.791,340.0,0,3058.7,2400,0.0,70.56
RQ-4 Global Hawk,17.03,7.24,1,77.03,4,surveillance,724.476,1043.0,0,1311.49,3600,7.24,86.99
MQ-9 Reaper,41.18,18.49,0,31.98,16,recon,1572.51,539.0,0,1316.79,2400,0.0,56.01
ScanEagle,3.98,0.35,0,54.86,5,recon,0.895,1236.0,1,218.29,900,0.0,96.88
RQ-4 Global Hawk,-7.75,8.03,0,52.85,21,strike,808.861,347.0,1,-409.51,3600,0.0,85.21
Wasp AE,56.25,16.58,0,49.92,22,surveillance,0.026,265.0,1,2808.03,60,0.0,1.67
RQ-4 Global Hawk,32.92,18.34,0,52.16,8,strike,1146.608,1321.0,1,1717.12,3600,0.0,73.93
MQ-9 Reaper,-8.24,0.98,0,50.99,14,surveillance,150.784,1057.0,0,-420.19,2400,0.0,96.11
MQ-9 Reaper,43.29,8.31,0,74.63,13,strike,1378.856,926.0,1,3230.91,2400,0.0,69.79
MQ-9 Reaper,11.34,0.35,1,12.9,5,strike,1228.689,617.0,1,146.3,2400,0.35,73.34
RQ-4 Global Hawk,11.07,19.97,1,68.16,14,strike,760.543,305.0,0,754.45,3600,19.97,78.24
Wasp AE,26.3,13.58,0,64.46,16,recon,0.066,1084.0,0,1695.52,60,0.0,1.67
RQ-4 Global Hawk,-2.16,9.46,0,30.91,21,recon,1236.749,164.0,1,-66.91,3600,0.0,77.87
ScanEagle,26.88,7.08,0,72.78,11,strike,1.223,1144.0,0,1956.59,900,0.0,96.2
Wasp AE,43.41,9.1,1,73.57,15,strike,0.089,262.0,0,3193.79,60,9.1,1.67
RQ-4 Global Hawk,-0.55,16.56,1,79.98,18,strike,430.426,1036.0,1,-43.78,3600,16.56,87.14
MQ-9 Reaper,-4.85,2.31,0,75.87,17,recon,343.742,368.0,1,-367.7,2400,0.0,91.88
RQ-4 Global Hawk,-6.66,6.22,0,31.19,9,surveillance,134.946,517.0,1,-207.74,3600,0.0,96.98
RQ-4 Global Hawk,35.49,4.69,1,81.16,17,recon,88.782,1112.0,1,2880.48,3600,4.69,97.82
Wasp AE,56.97,15.53,1,42.85,10,strike,0.091,1259.0,1,2441.24,60,15.53,1.67
RQ-4 Global Hawk,52.12,4.83,0,31.73,18,strike,437.864,336.0,1,1653.92,3600,0.0,92.2
Wasp AE,44.84,0.55,0,89.21,9,surveillance,0.001,971.0,1,4000.5,60,0.0,72.86
MQ-9 Reaper,53.35,10.71,1,61.71,21,surveillance,1614.126,763.0,0,3291.84,2400,10.71,63.22
ScanEagle,24.67,16.51,1,93.72,19,recon,0.77,1484.0,0,2312.49,900,16.51,71.86
ScanEagle,61.49,6.32,0,82.19,12,strike,0.968,185.0,1,5053.78,900,0.0,95.64
RQ-4 Global Hawk,5.6,0.28,0,56.89,23,surveillance,296.811,1491.0,0,318.35,3600,0.0,94.67
RQ-4 Global Hawk,52.94,5.4,1,70.92,22,surveillance,1267.081,269.0,0,3754.19,3600,5.4,78.1
Wasp AE,58.85,3.42,0,95.67,13,surveillance,0.006,404.0,0,5630.48,60,0.0,71.36
RQ-4 Global Hawk,43.78,13.1,0,23.98,23,recon,40.502,804.0,0,1049.76,3600,0.0,96.61
Wasp AE,28.94,0.99,1,76.45,10,recon,0.054,536.0,1,2212.21,60,0.99,40.06
ScanEagle,58.01,7.55,0,38.81,15,recon,2.033,1429.0,1,2251.48,900,0.0,93.5
Wasp AE,-0.81,9.84,0,60.77,6,surveillance,0.082,1168.0,0,-49.12,60,0.0,1.67
RQ-4 Global Hawk,42.1,12.42,1,10.71,12,strike,1215.564,1230.0,1,450.9,3600,12.42,77.2
ScanEagle,25.93,5.49,0,96.86,7,recon,1.585,816.0,1,2511.62,900,0.0,95.86
RQ-4 Global Hawk,63.05,10.49,0,95.41,10,surveillance,316.424,1266.0,1,6015.14,3600,0.0,92.98
RQ-4 Global Hawk,24.64,18.01,1,39.78,6,strike,524.733,689.0,0,979.98,3600,18.01,84.61
Wasp AE,30.85,4.03,0,93.67,14,recon,0.074,1029.0,1,2889.85,60,0.0,59.48
RQ-4 Global Hawk,51.31,16.45,0,87.01,16,recon,432.586,241.0,1,4464.35,3600,0.0,87.57
RQ-4 Global Hawk,50.08,15.01,0,28.73,9,strike,1055.622,889.0,0,1438.85,3600,0.0,78.56
ScanEagle,49.21,3.65,1,87.58,21,surveillance,1.594,486.0,1,4310.04,900,3.65,94.29
Wasp AE,5.05,1.57,1,71.03,16,surveillance,0.043,711.0,1,358.88,60,1.57,32.91
MQ-9 Reaper,-2.8,13.29,1,63.5,23,surveillance,1638.665,1411.0,0,-177.5,2400,13.29,60.6
Wasp AE,9.55,17.77,0,34.89,12,strike,0.067,500.0,1,333.35,60,0.0,1.67
Wasp AE,49.3,7.53,0,93.58,1,strike,0.067,277.0,0,4613.36,60,0.0,12.15
ScanEagle,-5.63,18.91,1,35.01,4,strike,0.615,1431.0,0,-197.11,900,18.91,57.54
Wasp AE,9.77,0.83,1,44.87,19,strike,0.034,322.0,1,438.45,60,0.83,44.68
RQ-4 Global Hawk,64.73,6.25,1,91.91,20,strike,147.494,1500.0,1,5949.34,3600,6.25,96.53
ScanEagle,41.47,18.04,1,22.84,15,surveillance,2.368,133.0,0,946.95,900,18.04,62.33
ScanEagle,14.11,12.51,1,16.73,8,surveillance,2.515,1205.0,0,236.06,900,12.51,84.27
Wasp AE,68.94,8.91,1,33.72,11,strike,0.003,569.0,1,2324.6,60,8.91,1.67
Wasp AE,57.16,4.46,0,76.36,1,strike,0.073,835.0,1,4364.83,60,0.0,36.97
MQ-9 Reaper,56.55,0.27,1,45.46,10,recon,1166.183,848.0,0,2570.99,2400,0.27,74.88
ScanEagle,20.45,11.66,0,55.22,20,recon,0.636,1250.0,0,1128.99,900,0.0,89.95
MQ-9 Reaper,61.16,16.69,1,20.34,9,strike,1444.038,757.0,0,1243.94,2400,16.69,60.96
RQ-4 Global Hawk,69.07,6.16,0,97.6,10,recon,817.452,871.0,1,6740.74,3600,0.0,85.52
MQ-9 Reaper,40.28,4.56,1,59.14,5,strike,461.789,629.0,0,2382.32,2400,4.56,89.23
RQ-4 Global Hawk,66.51,15.53,0,25.52,11,strike,781.546,1495.0,1,1697.46,3600,0.0,82.43
Wasp AE,16.05,12.39,1,60.19,12,recon,0.016,1125.0,1,966.35,60,12.39,1.67
RQ-4 Global Hawk,51.05,19.3,1,67.37,16,strike,951.401,1248.0,0,3439.2,3600,19.3,75.87
RQ-4 Global Hawk,35.71,15.49,0,97.11,8,recon,1122.195,1304.0,0,3468.15,3600,0.0,77.11
Wasp AE,-0.09,12.62,1,33.48,2,surveillance,0.085,135.0,0,-3.17,60,12.62,1.67
ScanEagle,68.59,19.96,0,68.4,0,surveillance,1.958,229.0,1,4691.63,900,0.0,50.08
MQ-9 Reaper,-9.18,2.98,1,61.8,2,strike,991.379,276.0,1,-567.55,2400,2.98,77.8
RQ-4 Global Hawk,-1.63,7.51,1,81.24,17,surveillance,882.391,1156.0,1,-132.71,3600,7.51,84.03
MQ-9 Reaper,12.74,0.98,1,42.55,2,strike,1657.238,1281.0,0,542.32,2400,0.98,64.64
ScanEagle,1.69,7.37,0,71.77,6,surveillance,2.133,955.0,1,121.0,900,0.0,93.43
MQ-9 Reaper,3.67,3.7,0,59.72,8,surveillance,1258.615,292.0,0,219.14,2400,0.0,73.3
Wasp AE,54.12,15.37,0,28.53,17,strike,0.022,226.0,1,1543.79,60,0.0,1.67
ScanEagle,45.69,7.21,1,64.32,0,strike,2.938,1189.0,0,2938.89,900,7.21,91.87
MQ-9 Reaper,42.75,14.31,1,31.91,10,surveillance,476.065,369.0,0,1364.26,2400,14.31,84.34
Wasp AE,33.89,14.59,0,20.31,19,surveillance,0.014,168.0,0,688.23,60,0.0,1.67
Wasp AE,60.03,12.48,0,82.7,14,recon,0.08,1422.0,0,4964.43,60,0.0,1.67
ScanEagle,36.17,3.8,0,24.47,12,strike,2.45,1187.0,0,885.2,900,0.0,96.52
MQ-9 Reaper,51.65,16.37,0,22.37,21,strike,1398.602,396.0,1,1155.72,2400,0.0,62.47
ScanEagle,1.66,2.78,1,72.32,10,surveillance,2.768,1442.0,0,119.95,900,2.78,94.11
Wasp AE,51.43,6.16,0,50.79,4,surveillance,0.096,199.0,1,2612.42,60,0.0,20.97
Wasp AE,40.66,1.87,1,65.21,13,strike,0.01,266.0,0,2651.27,60,1.87,52.46
MQ-9 Reaper,60.62,10.03,0,35.42,18,strike,1364.471,715.0,0,2147.28,2400,0.0,69.4
MQ-9 Reaper,65.86,19.44,1,35.0,23,strike,938.844,510.0,0,2304.75,2400,19.44,66.44
MQ-9 Reaper,50.66,16.6,0,23.96,0,recon,551.958,809.0,0,1213.94,2400,0.0,79.95
MQ-9 Reaper,-7.13,13.61,1,65.88,13,surveillance,403.095,1112.0,0,-469.72,2400,13.61,86.12
ScanEagle,36.6,5.77,1,94.88,18,surveillance,2.107,727.0,0,3473.07,900,5.77,94.16
RQ-4 Global Hawk,44.23,5.62,1,76.75,19,strike,1050.955,1017.0,1,3395.07,3600,5.62,81.69
RQ-4 Global Hawk,40.27,14.12,1,44.33,5,strike,475.863,1450.0,0,1784.88,3600,14.12,88.54
MQ-9 Reaper,3.28,19.84,0,89.54,21,strike,1111.144,1081.0,0,293.49,2400,0.0,62.44
ScanEagle,-4.78,18.92,0,26.08,6,surveillance,1.849,406.0,1,-124.57,900,0.0,57.62
RQ-4 Global Hawk,67.6,11.91,1,66.07,3,recon,671.751,1449.0,1,4466.84,3600,11.91,86.12
Wasp AE,59.05,1.4,1,54.88,17,surveillance,0.057,169.0,0,3241.16,60,1.4,41.13
Wasp AE,3.1,0.3,0,68.32,3,recon,0.052,294.0,0,212.0,60,0.0,60.22
Wasp AE,-0.82,18.7,1,41.18,9,recon,0.011,482.0,0,-33.77,60,18.7,1.67
RQ-4 Global Hawk,1.31,14.17,1,36.1,3,recon,89.498,766.0,1,47.31,3600,14.17,94.58
Wasp AE,14.12,12.15,0,31.29,8,strike,0.088,808.0,1,441.89,60,0.0,1.67
RQ-4 Global Hawk,19.56,16.24,0,22.11,5,strike,872.807,1388.0,0,432.61,3600,0.0,80.67
MQ-9 Reaper,14.43,16.93,1,63.03,14,surveillance,1139.996,644.0,0,909.53,2400,16.93,67.04
RQ-4 Global Hawk,0.88,4.62,0,80.61,3,recon,687.688,1398.0,0,71.02,3600,0.0,87.92
ScanEagle,59.37,7.61,0,23.52,9,surveillance,1.46,1006.0,1,1396.57,900,0.0,94.4
Wasp AE,-7.2,8.38,0,32.43,1,recon,0.074,1152.0,0,-233.35,60,0.0,1.67
Wasp AE,44.66,16.17,0,80.18,18,strike,0.006,428.0,0,3580.54,60,0.0,1.67
RQ-4 Global Hawk,28.56,0.87,0,60.5,17,surveillance,1056.046,456.0,1,1727.66,3600,0.0,82.18
RQ-4 Global Hawk,65.76,8.18,1,79.02,7,recon,773.455,1361.0,0,5195.9,3600,8.18,85.89
RQ-4 Global Hawk,63.64,13.74,1,35.29,21,surveillance,1259.126,1490.0,0,2245.7,3600,13.74,75.53
RQ-4 Global Hawk,25.14,4.1,0,20.9,9,recon,1043.255,214.0,1,525.33,3600,0.0,82.34
MQ-9 Reaper,0.54,15.92,1,79.99,9,recon,390.348,1305.0,1,42.88,2400,15.92,83.64
Wasp AE,67.28,11.26,0,30.07,2,surveillance,0.067,102.0,0,2023.05,60,0.0,1.67
Wasp AE,-9.93,1.74,1,67.98,2,surveillance,0.094,487.0,0,-674.73,60,1.74,13.67
ScanEagle,5.17,6.79,1,60.01,0,recon,0.214,1219.0,1,310.13,900,6.79,94.53
Wasp AE,38.97,5.52,0,20.69,15,recon,0.1,1417.0,1,806.22,60,0.0,43.43
RQ-4 Global Hawk,30.48,10.29,0,86.63,15,recon,1303.265,566.0,1,2640.95,3600,0.0,76.81
Wasp AE,10.37,16.47,0,17.42,16,strike,0.008,721.0,0,180.63,60,0.0,1.67
MQ-9 Reaper,8.75,18.71,1,99.66,5,surveillance,1460.444,1300.0,0,872.03,2400,18.71,57.03
RQ-4 Global Hawk,38.17,7.7,0,20.11,14,recon,1305.833,1189.0,1,767.78,3600,0.0,77.5
ScanEagle,27.55,2.17,0,32.72,19,recon,1.854,161.0,0,901.43,900,0.0,97.44
Wasp AE,12.41,0.1,1,90.94,18,recon,0.086,467.0,0,1128.39,60,0.1,37.37
Wasp AE,5.96,6.41,0,36.6,3,surveillance,0.092,1497.0,1,218.06,60,0.0,19.93
Wasp AE,54.69,11.53,0,40.73,15,strike,0.075,636.0,0,2227.16,60,0.0,1.67
Wasp AE,-0.61,13.63,1,45.84,2,strike,0.045,1090.0,1,-28.06,60,13.63,1.67
Wasp AE,25.48,10.14,1,65.02,16,surveillance,0.043,914.0,1,1656.56,60,10.14,1.67
MQ-9 Reaper,62.72,3.38,1,51.9,22,surveillance,518.886,1447.0,0,3255.69,2400,3.38,88.07
MQ-9 Reaper,-5.88,2.38,0,88.9,14,recon,289.412,1342.0,0,-522.32,2400,0.0,93.3
Wasp AE,43.21,7.79,0,57.89,6,recon,0.086,991.0,0,2501.29,60,0.0,18.41
Wasp AE,-6.54,11.97,0,31.59,5,strike,0.05,291.0,0,-206.62,60,0.0,1.67
Wasp AE,47.82,2.8,0,64.88,12,surveillance,0.072,809.0,1,3102.51,60,0.0,61.87
MQ-9 Reaper,50.14,16.22,0,61.79,1,strike,172.918,517.0,0,3098.17,2400,0.0,88.37
ScanEagle,-5.19,4.36,0,32.11,0,strike,0.85,493.0,1,-166.55,900,0.0,96.12
RQ-4 Global Hawk,64.99,5.05,1,20.06,1,strike,675.386,1024.0,1,1303.72,3600,5.05,87.85
MQ-9 Reaper,65.28,2.1,1,15.36,2,strike,132.59,131.0,0,1002.6,2400,2.1,96.22
RQ-4 Global Hawk,68.25,0.29,0,60.21,5,recon,1194.415,1190.0,0,4109.21,3600,0.0,79.65
ScanEagle,34.75,17.32,0,54.69,12,strike,2.817,1362.0,0,1900.58,900,0.0,66.72
RQ-4 Global Hawk,-2.43,10.43,1,90.78,8,surveillance,727.816,428.0,1,-220.94,3600,10.43,85.87
MQ-9 Reaper,29.0,19.7,1,15.19,1,recon,1433.407,121.0,0,440.68,2400,19.7,56.0
ScanEagle,45.68,3.56,1,30.14,21,recon,1.859,673.0,1,1376.55,900,3.56,94.29
RQ-4 Global Hawk,33.82,12.34,0,73.26,18,strike,572.403,825.0,0,2477.6,3600,0.0,88.23
Wasp AE,6.09,15.72,1,94.36,22,surveillance,0.088,1072.0,0,574.46,60,15.72,1.67
RQ-4 Global Hawk,3.61,16.17,0,30.78,2,surveillance,712.886,306.0,1,111.03,3600,0.0,82.95
ScanEagle,16.87,19.66,1,93.25,12,strike,1.327,868.0,1,1572.79,900,19.66,52.91
RQ-4 Global Hawk,47.81,16.01,0,23.89,11,surveillance,703.77,402.0,1,1142.3,3600,0.0,83.52
RQ-4 Global Hawk,67.88,8.98,1,67.0,19,surveillance,90.988,595.0,0,4548.09,3600,8.98,97.13
MQ-9 Reaper,28.49,6.97,1,42.29,4,recon,662.698,1299.0,1,1204.91,2400,6.97,84.61
ScanEagle,44.46,14.86,0,98.09,6,recon,1.471,934.0,1,4361.02,900,0.0,78.0
MQ-9 Reaper,32.99,7.26,0,32.97,15,surveillance,378.273,1268.0,1,1087.45,2400,0.0,91.03
MQ-9 Reaper,41.65,10.15,0,62.76,20,strike,1023.923,1238.0,0,2613.81,2400,0.0,76.48
Wasp AE,62.39,10.29,0,37.12,11,strike,0.042,584.0,1,2315.81,60,0.0,1.67
MQ-9 Reaper,51.28,7.74,1,17.97,22,surveillance,85.308,317.0,0,921.49,2400,7.74,96.45
MQ-9 Reaper,2.24,6.2,1,71.57,5,recon,1121.103,1041.0,1,160.59,2400,6.2,74.89
Wasp AE,7.41,15.31,1,63.56,8,surveillance,0.012,1275.0,1,471.24,60,15.31,1.67
MQ-9 Reaper,59.27,15.95,0,90.28,16,strike,1592.181,1425.0,0,5350.67,2400,0.0,59.19
MQ-9 Reaper,49.05,0.11,0,11.23,22,surveillance,570.25,435.0,1,550.95,2400,0.0,87.49
Wasp AE,62.3,16.32,1,50.11,23,strike,0.021,454.0,1,3121.72,60,16.32,1.67
Wasp AE,57.92,3.54,0,22.99,8,recon,0.056,934.0,1,1331.43,60,0.0,61.92
MQ-9 Reaper,-0.08,9.97,0,12.64,11,strike,64.424,298.0,1,-0.95,2400,0.0,96.27
ScanEagle,39.41,13.48,0,61.12,9,strike,0.945,947.0,1,2408.78,900,0.0,83.52
RQ-4 Global Hawk,60.66,4.5,0,96.67,2,surveillance,1349.006,1079.0,0,5864.35,3600,0.0,76.89
Wasp AE,38.77,5.39,0,91.27,17,strike,0.036,1141.0,0,3538.29,60,0.0,60.06
RQ-4 Global Hawk,20.91,10.78,0,64.82,7,surveillance,1251.868,1135.0,0,1355.07,3600,0.0,77.63
RQ-4 Global Hawk,16.39,10.27,0,26.03,12,recon,1100.192,219.0,0,426.78,3600,0.0,80.39
ScanEagle,57.84,15.11,1,79.0,11,recon,0.829,1017.0,1,4568.93,900,15.11,76.54
MQ-9 Reaper,17.23,17.26,0,39.82,0,recon,1367.969,760.0,0,686.13,2400,0.0,62.13
RQ-4 Global Hawk,-7.18,2.36,1,52.31,12,recon,53.754,652.0,0,-375.71,3600,2.36,98.37
RQ-4 Global Hawk,59.02,14.33,0,48.61,12,recon,533.723,258.0,0,2868.85,3600,0.0,87.59
ScanEagle,1.33,19.14,0,39.5,8,recon,0.318,339.0,1,52.45,900,0.0,58.29
RQ-4 Global Hawk,14.55,2.7,1,35.47,19,surveillance,1157.919,247.0,1,516.07,3600,2.7,80.16
RQ-4 Global Hawk,6.92,8.54,0,47.56,13,surveillance,1325.941,632.0,0,329.32,3600,0.0,76.93
MQ-9 Reaper,65.43,8.51,0,50.65,22,strike,73.814,372.0,1,3313.67,2400,0.0,96.44
RQ-4 Global Hawk,46.18,8.76,1,15.34,19,strike,1217.828,1453.0,0,708.53,3600,8.76,78.54
MQ-9 Reaper,63.2,5.44,0,98.35,3,strike,1424.36,616.0,0,6215.86,2400,0.0,69.24
Wasp AE,22.78,15.86,0,32.27,17,surveillance,0.036,1401.0,1,735.03,60,0.0,1.67
RQ-4 Global Hawk,1.99,15.23,1,90.36,19,recon,1002.427,1182.0,1,179.79,3600,15.23,78.74
Wasp AE,46.3,18.18,0,69.94,5,surveillance,0.071,383.0,1,3238.24,60,0.0,1.67
RQ-4 Global Hawk,60.16,8.25,0,96.65,22,surveillance,1209.643,488.0,1,5815.01,3600,0.0,78.54
RQ-4 Global Hawk,13.88,0.12,0,60.33,14,recon,945.522,1000.0,0,837.44,3600,0.0,84.1
MQ-9 Reaper,40.64,14.73,1,47.0,3,strike,1003.888,590.0,0,1910.25,2400,14.73,72.59
MQ-9 Reaper,27.19,11.76,0,65.46,14,strike,147.512,772.0,0,1779.94,2400,0.0,93.87
RQ-4 Global Hawk,37.82,19.83,1,61.89,3,recon,9.649,158.0,1,2340.99,3600,19.83,90.7
ScanEagle,47.05,15.55,1,96.62,19,strike,2.245,1028.0,0,4546.57,900,15.55,73.56
Wasp AE,27.68,6.55,1,20.77,14,surveillance,0.022,1086.0,0,574.8,60,6.55,31.9
ScanEagle,44.88,9.95,0,93.42,15,strike,2.227,1313.0,1,4192.89,900,0.0,90.27
Wasp AE,-7.42,18.52,1,12.79,14,strike,0.089,683.0,1,-94.83,60,18.52,1.67
MQ-9 Reaper,0.19,6.28,0,51.32,9,strike,81.389,567.0,1,9.87,2400,0.0,97.1
RQ-4 Global Hawk,-6.87,14.08,0,78.35,22,surveillance,991.833,787.0,1,-538.44,3600,0.0,79.74
MQ-9 Reaper,2.1,17.21,0,75.19,10,recon,1307.959,1135.0,0,157.95,2400,0.0,63.27
MQ-9 Reaper,23.41,9.11,0,25.86,16,strike,1184.92,1346.0,1,605.43,2400,0.0,73.67
MQ-9 Reaper,11.65,15.16,1,87.19,9,strike,478.085,746.0,0,1016.04,2400,15.16,83.15
MQ-9 Reaper,27.62,10.45,1,69.72,7,recon,276.875,226.0,0,1925.5,2400,10.45,91.54
ScanEagle,52.57,6.39,1,82.63,18,recon,2.953,958.0,0,4343.61,900,6.39,92.62
RQ-4 Global Hawk,42.21,12.28,1,46.35,1,recon,240.538,1146.0,1,1956.6,3600,12.28,93.33
MQ-9 Reaper,32.44,14.32,1,66.64,17,recon,233.947,323.0,0,2161.78,2400,14.32,89.27
RQ-4 Global Hawk,23.19,10.38,0,18.27,23,strike,234.099,596.0,1,423.67,3600,0.0,94.51
Wasp AE,26.34,5.13,0,22.72,13,strike,0.01,295.0,0,598.33,60,0.0,81.32
Wasp AE,13.55,12.21,1,85.1,2,strike,0.064,698.0,0,1153.05,60,12.21,1.67
RQ-4 Global Hawk,43.84,6.94,0,55.85,7,strike,1093.242,641.0,0,2448.52,3600,0.0,81.21
Wasp AE,30.84,10.74,1,50.25,17,recon,0.076,849.0,0,1549.58,60,10.74,1.67
MQ-9 Reaper,11.7,10.6,1,11.08,14,surveillance,285.129,1238.0,1,129.67,2400,10.6,91.22
ScanEagle,46.13,2.34,1,64.72,15,recon,1.253,1259.0,0,2985.68,900,2.34,96.21
MQ-9 Reaper,12.22,13.56,1,46.17,1,strike,1331.971,587.0,0,564.28,2400,13.56,67.02
Wasp AE,56.69,12.67,0,38.89,8,surveillance,0.042,1416.0,1,2204.5,60,0.0,1.67
RQ-4 Global Hawk,43.1,14.03,0,34.4,19,surveillance,185.63,1289.0,0,1482.61,3600,0.0,93.74
ScanEagle,6.25,1.77,1,46.96,14,recon,1.658,1298.0,0,293.64,900,1.77,95.87
RQ-4 Global Hawk,42.28,10.99,1,55.97,1,strike,311.003,1434.0,1,2366.31,3600,10.99,92.71
MQ-9 Reaper,27.39,3.91,1,34.47,1,strike,720.622,149.0,0,944.02,2400,3.91,84.09
MQ-9 Reaper,52.24,5.53,1,16.47,23,surveillance,155.117,1323.0,1,860.33,2400,5.53,95.3
RQ-4 Global Hawk,58.58,13.56,0,61.57,11,strike,1046.047,904.0,0,3606.66,3600,0.0,79.57
MQ-9 Reaper,36.47,5.86,1,30.44,15,recon,1124.581,1202.0,1,1110.06,2400,5.86,75.43
MQ-9 Reaper,55.93,3.49,0,56.47,23,recon,381.574,513.0,0,3158.26,2400,0.0,91.4
ScanEagle,1.42,5.43,0,52.5,9,strike,1.111,326.0,1,74.43,900,0.0,96.08
Wasp AE,61.88,12.2,0,73.17,11,surveillance,0.078,498.0,0,4528.3,60,0.0,1.67
